ccs_code,cpt_code,ccs_label
81,46231,Hemorrhoid procedures
81,46232,Hemorrhoid procedures
81,46233,Hemorrhoid procedures
81,46234,Hemorrhoid procedures
81,46235,Hemorrhoid procedures
81,46236,Hemorrhoid procedures
81,46237,Hemorrhoid procedures
81,46238,Hemorrhoid procedures
81,46239,Hemorrhoid procedures
81,46240,Hemorrhoid procedures
81,46241,Hemorrhoid procedures
81,46242,Hemorrhoid procedures
81,46243,Hemorrhoid procedures
81,46244,Hemorrhoid procedures
81,46245,Hemorrhoid procedures
81,46246,Hemorrhoid procedures
81,46247,Hemorrhoid procedures
81,46248,Hemorrhoid procedures
81,46249,Hemorrhoid procedures
81,46250,Hemorrhoid procedures
81,46251,Hemorrhoid procedures
81,46252,Hemorrhoid procedures
81,46253,Hemorrhoid procedures
81,46254,Hemorrhoid procedures
81,46255,Hemorrhoid procedures
81,46256,Hemorrhoid procedures
81,46257,Hemorrhoid procedures
81,46258,Hemorrhoid procedures
81,46259,Hemorrhoid procedures
81,46260,Hemorrhoid procedures
81,46261,Hemorrhoid procedures
81,46262,Hemorrhoid procedures
81,46320,Hemorrhoid procedures
81,46321,Hemorrhoid procedures
81,46322,Hemorrhoid procedures
81,46323,Hemorrhoid procedures
81,46324,Hemorrhoid procedures
81,46325,Hemorrhoid procedures
81,46326,Hemorrhoid procedures
81,46327,Hemorrhoid procedures
81,46328,Hemorrhoid procedures
81,46329,Hemorrhoid procedures
81,46330,Hemorrhoid procedures
81,46331,Hemorrhoid procedures
81,46332,Hemorrhoid procedures
81,46333,Hemorrhoid procedures
81,46334,Hemorrhoid procedures
81,46335,Hemorrhoid procedures
81,46336,Hemorrhoid procedures
81,46337,Hemorrhoid procedures
81,46338,Hemorrhoid procedures
81,46339,Hemorrhoid procedures
81,46340,Hemorrhoid procedures
81,46341,Hemorrhoid procedures
81,46342,Hemorrhoid procedures
81,46343,Hemorrhoid procedures
81,46344,Hemorrhoid procedures
81,46345,Hemorrhoid procedures
81,46346,Hemorrhoid procedures
81,46347,Hemorrhoid procedures
81,46348,Hemorrhoid procedures
81,46349,Hemorrhoid procedures
81,46350,Hemorrhoid procedures
81,46351,Hemorrhoid procedures
81,46352,Hemorrhoid procedures
81,46353,Hemorrhoid procedures
81,46354,Hemorrhoid procedures
81,46355,Hemorrhoid procedures
81,46356,Hemorrhoid procedures
81,46357,Hemorrhoid procedures
81,46358,Hemorrhoid procedures
81,46359,Hemorrhoid procedures
81,46360,Hemorrhoid procedures
81,46361,Hemorrhoid procedures
81,46362,Hemorrhoid procedures
81,46363,Hemorrhoid procedures
81,46364,Hemorrhoid procedures
81,46365,Hemorrhoid procedures
81,46366,Hemorrhoid procedures
81,46367,Hemorrhoid procedures
81,46368,Hemorrhoid procedures
81,46369,Hemorrhoid procedures
81,46370,Hemorrhoid procedures
81,46371,Hemorrhoid procedures
81,46372,Hemorrhoid procedures
81,46373,Hemorrhoid procedures
81,46374,Hemorrhoid procedures
81,46375,Hemorrhoid procedures
81,46376,Hemorrhoid procedures
81,46377,Hemorrhoid procedures
81,46378,Hemorrhoid procedures
81,46379,Hemorrhoid procedures
81,46380,Hemorrhoid procedures
81,46381,Hemorrhoid procedures
81,46382,Hemorrhoid procedures
81,46383,Hemorrhoid procedures
81,46384,Hemorrhoid procedures
81,46385,Hemorrhoid procedures
81,46386,Hemorrhoid procedures
81,46387,Hemorrhoid procedures
81,46388,Hemorrhoid procedures
81,46389,Hemorrhoid procedures
81,46390,Hemorrhoid procedures
81,46391,Hemorrhoid procedures
81,46392,Hemorrhoid procedures
81,46393,Hemorrhoid procedures
81,46394,Hemorrhoid procedures
81,46395,Hemorrhoid procedures
81,46396,Hemorrhoid procedures
81,46397,Hemorrhoid procedures
81,46398,Hemorrhoid procedures
81,46399,Hemorrhoid procedures
81,46400,Hemorrhoid procedures
81,46401,Hemorrhoid procedures
81,46402,Hemorrhoid procedures
81,46403,Hemorrhoid procedures
81,46404,Hemorrhoid procedures
81,46405,Hemorrhoid procedures
81,46406,Hemorrhoid procedures
81,46407,Hemorrhoid procedures
81,46408,Hemorrhoid procedures
81,46409,Hemorrhoid procedures
81,46410,Hemorrhoid procedures
81,46411,Hemorrhoid procedures
81,46412,Hemorrhoid procedures
81,46413,Hemorrhoid procedures
81,46414,Hemorrhoid procedures
81,46415,Hemorrhoid procedures
81,46416,Hemorrhoid procedures
81,46417,Hemorrhoid procedures
81,46418,Hemorrhoid procedures
81,46419,Hemorrhoid procedures
81,46420,Hemorrhoid procedures
81,46421,Hemorrhoid procedures
81,46422,Hemorrhoid procedures
81,46423,Hemorrhoid procedures
81,46424,Hemorrhoid procedures
81,46425,Hemorrhoid procedures
81,46426,Hemorrhoid procedures
81,46427,Hemorrhoid procedures
81,46428,Hemorrhoid procedures
81,46429,Hemorrhoid procedures
81,46430,Hemorrhoid procedures
81,46431,Hemorrhoid procedures
81,46432,Hemorrhoid procedures
81,46433,Hemorrhoid procedures
81,46434,Hemorrhoid procedures
81,46435,Hemorrhoid procedures
81,46436,Hemorrhoid procedures
81,46437,Hemorrhoid procedures
81,46438,Hemorrhoid procedures
81,46439,Hemorrhoid procedures
81,46440,Hemorrhoid procedures
81,46441,Hemorrhoid procedures
81,46442,Hemorrhoid procedures
81,46443,Hemorrhoid procedures
81,46444,Hemorrhoid procedures
81,46445,Hemorrhoid procedures
81,46446,Hemorrhoid procedures
81,46447,Hemorrhoid procedures
81,46448,Hemorrhoid procedures
81,46449,Hemorrhoid procedures
81,46450,Hemorrhoid procedures
81,46451,Hemorrhoid procedures
81,46452,Hemorrhoid procedures
81,46453,Hemorrhoid procedures
81,46454,Hemorrhoid procedures
81,46455,Hemorrhoid procedures
81,46456,Hemorrhoid procedures
81,46457,Hemorrhoid procedures
81,46458,Hemorrhoid procedures
81,46459,Hemorrhoid procedures
81,46460,Hemorrhoid procedures
81,46461,Hemorrhoid procedures
81,46462,Hemorrhoid procedures
81,46463,Hemorrhoid procedures
81,46464,Hemorrhoid procedures
81,46465,Hemorrhoid procedures
81,46466,Hemorrhoid procedures
81,46467,Hemorrhoid procedures
81,46468,Hemorrhoid procedures
81,46469,Hemorrhoid procedures
81,46470,Hemorrhoid procedures
81,46471,Hemorrhoid procedures
81,46472,Hemorrhoid procedures
81,46473,Hemorrhoid procedures
81,46474,Hemorrhoid procedures
81,46475,Hemorrhoid procedures
81,46476,Hemorrhoid procedures
81,46477,Hemorrhoid procedures
81,46478,Hemorrhoid procedures
81,46479,Hemorrhoid procedures
81,46480,Hemorrhoid procedures
81,46481,Hemorrhoid procedures
81,46482,Hemorrhoid procedures
81,46483,Hemorrhoid procedures
81,46484,Hemorrhoid procedures
81,46485,Hemorrhoid procedures
81,46486,Hemorrhoid procedures
81,46487,Hemorrhoid procedures
81,46488,Hemorrhoid procedures
81,46489,Hemorrhoid procedures
81,46490,Hemorrhoid procedures
81,46491,Hemorrhoid procedures
81,46492,Hemorrhoid procedures
81,46493,Hemorrhoid procedures
81,46494,Hemorrhoid procedures
81,46495,Hemorrhoid procedures
81,46496,Hemorrhoid procedures
81,46497,Hemorrhoid procedures
81,46498,Hemorrhoid procedures
81,46499,Hemorrhoid procedures
81,46500,Hemorrhoid procedures
81,46930,Hemorrhoid procedures
81,46931,Hemorrhoid procedures
81,46932,Hemorrhoid procedures
81,46933,Hemorrhoid procedures
81,46934,Hemorrhoid procedures
81,46935,Hemorrhoid procedures
81,46936,Hemorrhoid procedures
81,46945,Hemorrhoid procedures
81,46946,Hemorrhoid procedures
81,46947,Hemorrhoid procedures
81,C9717,Hemorrhoid procedures
82,0397T,Endoscopic retrograde cannulation of pancreas (ERCP)
82,43260,Endoscopic retrograde cannulation of pancreas (ERCP)
82,43261,Endoscopic retrograde cannulation of pancreas (ERCP)
82,43262,Endoscopic retrograde cannulation of pancreas (ERCP)
82,43263,Endoscopic retrograde cannulation of pancreas (ERCP)
82,43264,Endoscopic retrograde cannulation of pancreas (ERCP)
82,43265,Endoscopic retrograde cannulation of pancreas (ERCP)
82,43267,Endoscopic retrograde cannulation of pancreas (ERCP)
82,43268,Endoscopic retrograde cannulation of pancreas (ERCP)
82,43269,Endoscopic retrograde cannulation of pancreas (ERCP)
82,43271,Endoscopic retrograde cannulation of pancreas (ERCP)
82,43272,Endoscopic retrograde cannulation of pancreas (ERCP)
82,43273,Endoscopic retrograde cannulation of pancreas (ERCP)
82,43274,Endoscopic retrograde cannulation of pancreas (ERCP)
82,43275,Endoscopic retrograde cannulation of pancreas (ERCP)
82,43276,Endoscopic retrograde cannulation of pancreas (ERCP)
82,43277,Endoscopic retrograde cannulation of pancreas (ERCP)
82,43278,Endoscopic retrograde cannulation of pancreas (ERCP)
82,74328,Endoscopic retrograde cannulation of pancreas (ERCP)
82,74329,Endoscopic retrograde cannulation of pancreas (ERCP)
82,74330,Endoscopic retrograde cannulation of pancreas (ERCP)
83,47000,Biopsy of liver
83,47001,Biopsy of liver
83,47100,Biopsy of liver
84,47400,Cholecystectomy and common duct exploration
84,47401,Cholecystectomy and common duct exploration
84,47402,Cholecystectomy and common duct exploration
84,47403,Cholecystectomy and common duct exploration
84,47404,Cholecystectomy and common duct exploration
84,47405,Cholecystectomy and common duct exploration
84,47406,Cholecystectomy and common duct exploration
84,47407,Cholecystectomy and common duct exploration
84,47408,Cholecystectomy and common duct exploration
84,47409,Cholecystectomy and common duct exploration
84,47410,Cholecystectomy and common duct exploration
84,47411,Cholecystectomy and common duct exploration
84,47412,Cholecystectomy and common duct exploration
84,47413,Cholecystectomy and common duct exploration
84,47414,Cholecystectomy and common duct exploration
84,47415,Cholecystectomy and common duct exploration
84,47416,Cholecystectomy and common duct exploration
84,47417,Cholecystectomy and common duct exploration
84,47418,Cholecystectomy and common duct exploration
84,47419,Cholecystectomy and common duct exploration
84,47420,Cholecystectomy and common duct exploration
84,47421,Cholecystectomy and common duct exploration
84,47422,Cholecystectomy and common duct exploration
84,47423,Cholecystectomy and common duct exploration
84,47424,Cholecystectomy and common duct exploration
84,47425,Cholecystectomy and common duct exploration
84,47426,Cholecystectomy and common duct exploration
84,47427,Cholecystectomy and common duct exploration
84,47428,Cholecystectomy and common duct exploration
84,47429,Cholecystectomy and common duct exploration
84,47430,Cholecystectomy and common duct exploration
84,47431,Cholecystectomy and common duct exploration
84,47432,Cholecystectomy and common duct exploration
84,47433,Cholecystectomy and common duct exploration
84,47434,Cholecystectomy and common duct exploration
84,47435,Cholecystectomy and common duct exploration
84,47436,Cholecystectomy and common duct exploration
84,47437,Cholecystectomy and common duct exploration
84,47438,Cholecystectomy and common duct exploration
84,47439,Cholecystectomy and common duct exploration
84,47440,Cholecystectomy and common duct exploration
84,47441,Cholecystectomy and common duct exploration
84,47442,Cholecystectomy and common duct exploration
84,47443,Cholecystectomy and common duct exploration
84,47444,Cholecystectomy and common duct exploration
84,47445,Cholecystectomy and common duct exploration
84,47446,Cholecystectomy and common duct exploration
84,47447,Cholecystectomy and common duct exploration
84,47448,Cholecystectomy and common duct exploration
84,47449,Cholecystectomy and common duct exploration
84,47450,Cholecystectomy and common duct exploration
84,47451,Cholecystectomy and common duct exploration
84,47452,Cholecystectomy and common duct exploration
84,47453,Cholecystectomy and common duct exploration
84,47454,Cholecystectomy and common duct exploration
84,47455,Cholecystectomy and common duct exploration
84,47456,Cholecystectomy and common duct exploration
84,47457,Cholecystectomy and common duct exploration
84,47458,Cholecystectomy and common duct exploration
84,47459,Cholecystectomy and common duct exploration
84,47460,Cholecystectomy and common duct exploration
84,47550,Cholecystectomy and common duct exploration
84,47562,Cholecystectomy and common duct exploration
84,47563,Cholecystectomy and common duct exploration
84,47564,Cholecystectomy and common duct exploration
84,47600,Cholecystectomy and common duct exploration
84,47601,Cholecystectomy and common duct exploration
84,47602,Cholecystectomy and common duct exploration
84,47603,Cholecystectomy and common duct exploration
84,47604,Cholecystectomy and common duct exploration
84,47605,Cholecystectomy and common duct exploration
84,47606,Cholecystectomy and common duct exploration
84,47607,Cholecystectomy and common duct exploration
84,47608,Cholecystectomy and common duct exploration
84,47609,Cholecystectomy and common duct exploration
84,47610,Cholecystectomy and common duct exploration
84,47611,Cholecystectomy and common duct exploration
84,47612,Cholecystectomy and common duct exploration
84,47613,Cholecystectomy and common duct exploration
84,47614,Cholecystectomy and common duct exploration
84,47615,Cholecystectomy and common duct exploration
84,47616,Cholecystectomy and common duct exploration
84,47617,Cholecystectomy and common duct exploration
84,47618,Cholecystectomy and common duct exploration
84,47619,Cholecystectomy and common duct exploration
84,47620,Cholecystectomy and common duct exploration
84,47621,Cholecystectomy and common duct exploration
84,47622,Cholecystectomy and common duct exploration
84,47623,Cholecystectomy and common duct exploration
84,47624,Cholecystectomy and common duct exploration
84,47625,Cholecystectomy and common duct exploration
84,47626,Cholecystectomy and common duct exploration
84,47627,Cholecystectomy and common duct exploration
84,47628,Cholecystectomy and common duct exploration
84,47629,Cholecystectomy and common duct exploration
84,47630,Cholecystectomy and common duct exploration
84,49310,Cholecystectomy and common duct exploration
84,49311,Cholecystectomy and common duct exploration
84,56324,Cholecystectomy and common duct exploration
84,56325,Cholecystectomy and common duct exploration
84,56326,Cholecystectomy and common duct exploration
84,56327,Cholecystectomy and common duct exploration
84,56328,Cholecystectomy and common duct exploration
84,56329,Cholecystectomy and common duct exploration
84,56330,Cholecystectomy and common duct exploration
84,56331,Cholecystectomy and common duct exploration
84,56332,Cholecystectomy and common duct exploration
84,56333,Cholecystectomy and common duct exploration
84,56334,Cholecystectomy and common duct exploration
84,56335,Cholecystectomy and common duct exploration
84,56336,Cholecystectomy and common duct exploration
84,56337,Cholecystectomy and common duct exploration
84,56338,Cholecystectomy and common duct exploration
84,56339,Cholecystectomy and common duct exploration
84,56340,Cholecystectomy and common duct exploration
84,56341,Cholecystectomy and common duct exploration
84,56342,Cholecystectomy and common duct exploration
85,49491,Inguinal and femoral hernia repair
85,49492,Inguinal and femoral hernia repair
85,49493,Inguinal and femoral hernia repair
85,49494,Inguinal and femoral hernia repair
85,49495,Inguinal and femoral hernia repair
85,49496,Inguinal and femoral hernia repair
85,49497,Inguinal and femoral hernia repair
85,49498,Inguinal and femoral hernia repair
85,49499,Inguinal and femoral hernia repair
85,49500,Inguinal and femoral hernia repair
85,49501,Inguinal and femoral hernia repair
85,49502,Inguinal and femoral hernia repair
85,49503,Inguinal and femoral hernia repair
85,49504,Inguinal and femoral hernia repair
85,49505,Inguinal and femoral hernia repair
85,49506,Inguinal and femoral hernia repair
85,49507,Inguinal and femoral hernia repair
85,49508,Inguinal and femoral hernia repair
85,49509,Inguinal and femoral hernia repair
85,49510,Inguinal and femoral hernia repair
85,49511,Inguinal and femoral hernia repair
85,49512,Inguinal and femoral hernia repair
85,49513,Inguinal and femoral hernia repair
85,49514,Inguinal and femoral hernia repair
85,49515,Inguinal and femoral hernia repair
85,49516,Inguinal and femoral hernia repair
85,49517,Inguinal and femoral hernia repair
85,49518,Inguinal and femoral hernia repair
85,49519,Inguinal and femoral hernia repair
85,49520,Inguinal and femoral hernia repair
85,49521,Inguinal and femoral hernia repair
85,49522,Inguinal and femoral hernia repair
85,49523,Inguinal and femoral hernia repair
85,49524,Inguinal and femoral hernia repair
85,49525,Inguinal and femoral hernia repair
85,49526,Inguinal and femoral hernia repair
85,49527,Inguinal and femoral hernia repair
85,49528,Inguinal and femoral hernia repair
85,49529,Inguinal and femoral hernia repair
85,49530,Inguinal and femoral hernia repair
85,49531,Inguinal and femoral hernia repair
85,49532,Inguinal and femoral hernia repair
85,49533,Inguinal and femoral hernia repair
85,49534,Inguinal and femoral hernia repair
85,49535,Inguinal and femoral hernia repair
85,49550,Inguinal and femoral hernia repair
85,49551,Inguinal and femoral hernia repair
85,49552,Inguinal and femoral hernia repair
85,49553,Inguinal and femoral hernia repair
85,49554,Inguinal and femoral hernia repair
85,49555,Inguinal and femoral hernia repair
85,49556,Inguinal and femoral hernia repair
85,49557,Inguinal and femoral hernia repair
85,49650,Inguinal and femoral hernia repair
85,49651,Inguinal and femoral hernia repair
85,56316,Inguinal and femoral hernia repair
85,56317,Inguinal and femoral hernia repair
86,39502,Other hernia repair
86,39503,Other hernia repair
86,39504,Other hernia repair
86,39505,Other hernia repair
86,39506,Other hernia repair
86,39507,Other hernia repair
86,39508,Other hernia repair
86,39509,Other hernia repair
86,39510,Other hernia repair
86,39511,Other hernia repair
86,39512,Other hernia repair
86,39513,Other hernia repair
86,39514,Other hernia repair
86,39515,Other hernia repair
86,39516,Other hernia repair
86,39517,Other hernia repair
86,39518,Other hernia repair
86,39519,Other hernia repair
86,39520,Other hernia repair
86,39521,Other hernia repair
86,39522,Other hernia repair
86,39523,Other hernia repair
86,39524,Other hernia repair
86,39525,Other hernia repair
86,39526,Other hernia repair
86,39527,Other hernia repair
86,39528,Other hernia repair
86,39529,Other hernia repair
86,39530,Other hernia repair
86,39531,Other hernia repair
86,39532,Other hernia repair
86,39533,Other hernia repair
86,39534,Other hernia repair
86,39535,Other hernia repair
86,39536,Other hernia repair
86,39537,Other hernia repair
86,39538,Other hernia repair
86,39539,Other hernia repair
86,39540,Other hernia repair
86,39541,Other hernia repair
86,43281,Other hernia repair
86,43282,Other hernia repair
86,43332,Other hernia repair
86,43333,Other hernia repair
86,43334,Other hernia repair
86,43335,Other hernia repair
86,43336,Other hernia repair
86,43337,Other hernia repair
86,43885,Other hernia repair
86,44346,Other hernia repair
86,49540,Other hernia repair
86,49560,Other hernia repair
86,49561,Other hernia repair
86,49562,Other hernia repair
86,49563,Other hernia repair
86,49564,Other hernia repair
86,49565,Other hernia repair
86,49566,Other hernia repair
86,49567,Other hernia repair
86,49568,Other hernia repair
86,49569,Other hernia repair
86,49570,Other hernia repair
86,49571,Other hernia repair
86,49572,Other hernia repair
86,49573,Other hernia repair
86,49574,Other hernia repair
86,49575,Other hernia repair
86,49576,Other hernia repair
86,49577,Other hernia repair
86,49578,Other hernia repair
86,49579,Other hernia repair
86,49580,Other hernia repair
86,49581,Other hernia repair
86,49582,Other hernia repair
86,49583,Other hernia repair
86,49584,Other hernia repair
86,49585,Other hernia repair
86,49586,Other hernia repair
86,49587,Other hernia repair
86,49588,Other hernia repair
86,49589,Other hernia repair
86,49590,Other hernia repair
86,49591,Other hernia repair
86,49592,Other hernia repair
86,49593,Other hernia repair
86,49594,Other hernia repair
86,49595,Other hernia repair
86,49596,Other hernia repair
86,49597,Other hernia repair
86,49598,Other hernia repair
86,49599,Other hernia repair
86,49600,Other hernia repair
86,49601,Other hernia repair
86,49602,Other hernia repair
86,49603,Other hernia repair
86,49604,Other hernia repair
86,49605,Other hernia repair
86,49606,Other hernia repair
86,49607,Other hernia repair
86,49608,Other hernia repair
86,49609,Other hernia repair
86,49610,Other hernia repair
86,49611,Other hernia repair
86,49652,Other hernia repair
86,49653,Other hernia repair
86,49654,Other hernia repair
86,49655,Other hernia repair
86,49656,Other hernia repair
86,49657,Other hernia repair
86,49658,Other hernia repair
86,49659,Other hernia repair
86,55540,Other hernia repair
87,43289,Laparoscopy
87,43659,Laparoscopy
87,44209,Laparoscopy
87,44238,Laparoscopy
87,44239,Laparoscopy
87,45499,Laparoscopy
87,47579,Laparoscopy
87,49300,Laparoscopy
87,49301,Laparoscopy
87,49302,Laparoscopy
87,49303,Laparoscopy
87,49320,Laparoscopy
87,49321,Laparoscopy
87,49322,Laparoscopy
87,49324,Laparoscopy
87,49325,Laparoscopy
87,49326,Laparoscopy
87,49327,Laparoscopy
87,49328,Laparoscopy
87,49329,Laparoscopy
87,56399,Laparoscopy
87,S2075,Laparoscopy
87,S2076,Laparoscopy
87,S2077,Laparoscopy
87,S2082,Laparoscopy
87,S2085,Laparoscopy
88,49080,Abdominal paracentesis
88,49081,Abdominal paracentesis
88,49082,Abdominal paracentesis
88,49083,Abdominal paracentesis
88,49084,Abdominal paracentesis
89,43605,Exploratory laparotomy
89,49000,Exploratory laparotomy
89,49001,Exploratory laparotomy
89,49002,Exploratory laparotomy
89,49003,Exploratory laparotomy
89,49004,Exploratory laparotomy
89,49005,Exploratory laparotomy
89,49006,Exploratory laparotomy
89,49007,Exploratory laparotomy
89,49008,Exploratory laparotomy
89,49009,Exploratory laparotomy
89,49010,Exploratory laparotomy
89,49220,Exploratory laparotomy
90,44005,"Excision, lysis peritoneal adhesions"
90,44200,"Excision, lysis peritoneal adhesions"
90,56304,"Excision, lysis peritoneal adhesions"
90,56310,"Excision, lysis peritoneal adhesions"
90,56352,"Excision, lysis peritoneal adhesions"
91,90945,Peritoneal dialysis
91,90946,Peritoneal dialysis
91,90947,Peritoneal dialysis
91,90989,Peritoneal dialysis
91,90990,Peritoneal dialysis
91,90991,Peritoneal dialysis
91,90992,Peritoneal dialysis
91,90993,Peritoneal dialysis
91,90994,Peritoneal dialysis
91,90995,Peritoneal dialysis
91,90996,Peritoneal dialysis
91,90997,Peritoneal dialysis
91,90999,Peritoneal dialysis
92,44010,Other bowel diagnostic procedures
92,44020,Other bowel diagnostic procedures
92,44025,Other bowel diagnostic procedures
92,44100,Other bowel diagnostic procedures
93,0008T,Other non-OR upper GI therapeutic procedures
93,43216,Other non-OR upper GI therapeutic procedures
93,43227,Other non-OR upper GI therapeutic procedures
93,43245,Other non-OR upper GI therapeutic procedures
93,44378,Other non-OR upper GI therapeutic procedures
93,91000,Other non-OR upper GI therapeutic procedures
93,91105,Other non-OR upper GI therapeutic procedures
93,M0100,Other non-OR upper GI therapeutic procedures
93,S2083,Other non-OR upper GI therapeutic procedures
94,0155T,Other OR upper GI therapeutic procedures
94,0156T,Other OR upper GI therapeutic procedures
94,0157T,Other OR upper GI therapeutic procedures
94,0158T,Other OR upper GI therapeutic procedures
94,0162T,Other OR upper GI therapeutic procedures
94,0392T,Other OR upper GI therapeutic procedures
94,0393T,Other OR upper GI therapeutic procedures
94,32665,Other OR upper GI therapeutic procedures
94,43000,Other OR upper GI therapeutic procedures
94,43001,Other OR upper GI therapeutic procedures
94,43002,Other OR upper GI therapeutic procedures
94,43003,Other OR upper GI therapeutic procedures
94,43004,Other OR upper GI therapeutic procedures
94,43005,Other OR upper GI therapeutic procedures
94,43006,Other OR upper GI therapeutic procedures
94,43007,Other OR upper GI therapeutic procedures
94,43008,Other OR upper GI therapeutic procedures
94,43009,Other OR upper GI therapeutic procedures
94,43010,Other OR upper GI therapeutic procedures
94,43011,Other OR upper GI therapeutic procedures
94,43012,Other OR upper GI therapeutic procedures
94,43013,Other OR upper GI therapeutic procedures
94,43014,Other OR upper GI therapeutic procedures
94,43015,Other OR upper GI therapeutic procedures
94,43016,Other OR upper GI therapeutic procedures
94,43017,Other OR upper GI therapeutic procedures
94,43018,Other OR upper GI therapeutic procedures
94,43019,Other OR upper GI therapeutic procedures
94,43020,Other OR upper GI therapeutic procedures
94,43040,Other OR upper GI therapeutic procedures
94,43041,Other OR upper GI therapeutic procedures
94,43042,Other OR upper GI therapeutic procedures
94,43043,Other OR upper GI therapeutic procedures
94,43044,Other OR upper GI therapeutic procedures
94,43045,Other OR upper GI therapeutic procedures
94,43046,Other OR upper GI therapeutic procedures
94,43047,Other OR upper GI therapeutic procedures
94,43048,Other OR upper GI therapeutic procedures
94,43049,Other OR upper GI therapeutic procedures
94,43050,Other OR upper GI therapeutic procedures
94,43051,Other OR upper GI therapeutic procedures
94,43052,Other OR upper GI therapeutic procedures
94,43053,Other OR upper GI therapeutic procedures
94,43054,Other OR upper GI therapeutic procedures
94,43055,Other OR upper GI therapeutic procedures
94,43056,Other OR upper GI therapeutic procedures
94,43057,Other OR upper GI therapeutic procedures
94,43058,Other OR upper GI therapeutic procedures
94,43059,Other OR upper GI therapeutic procedures
94,43060,Other OR upper GI therapeutic procedures
94,43061,Other OR upper GI therapeutic procedures
94,43062,Other OR upper GI therapeutic procedures
94,43063,Other OR upper GI therapeutic procedures
94,43064,Other OR upper GI therapeutic procedures
94,43065,Other OR upper GI therapeutic procedures
94,43066,Other OR upper GI therapeutic procedures
94,43067,Other OR upper GI therapeutic procedures
94,43068,Other OR upper GI therapeutic procedures
94,43069,Other OR upper GI therapeutic procedures
94,43070,Other OR upper GI therapeutic procedures
94,43071,Other OR upper GI therapeutic procedures
94,43072,Other OR upper GI therapeutic procedures
94,43073,Other OR upper GI therapeutic procedures
94,43074,Other OR upper GI therapeutic procedures
94,43075,Other OR upper GI therapeutic procedures
94,43076,Other OR upper GI therapeutic procedures
94,43077,Other OR upper GI therapeutic procedures
94,43078,Other OR upper GI therapeutic procedures
94,43079,Other OR upper GI therapeutic procedures
94,43080,Other OR upper GI therapeutic procedures
94,43081,Other OR upper GI therapeutic procedures
94,43082,Other OR upper GI therapeutic procedures
94,43083,Other OR upper GI therapeutic procedures
94,43084,Other OR upper GI therapeutic procedures
94,43085,Other OR upper GI therapeutic procedures
94,43086,Other OR upper GI therapeutic procedures
94,43087,Other OR upper GI therapeutic procedures
94,43088,Other OR upper GI therapeutic procedures
94,43089,Other OR upper GI therapeutic procedures
94,43090,Other OR upper GI therapeutic procedures
94,43091,Other OR upper GI therapeutic procedures
94,43092,Other OR upper GI therapeutic procedures
94,43093,Other OR upper GI therapeutic procedures
94,43094,Other OR upper GI therapeutic procedures
94,43095,Other OR upper GI therapeutic procedures
94,43096,Other OR upper GI therapeutic procedures
94,43097,Other OR upper GI therapeutic procedures
94,43098,Other OR upper GI therapeutic procedures
94,43099,Other OR upper GI therapeutic procedures
94,43100,Other OR upper GI therapeutic procedures
94,43101,Other OR upper GI therapeutic procedures
94,43102,Other OR upper GI therapeutic procedures
94,43103,Other OR upper GI therapeutic procedures
94,43104,Other OR upper GI therapeutic procedures
94,43105,Other OR upper GI therapeutic procedures
94,43106,Other OR upper GI therapeutic procedures
94,43107,Other OR upper GI therapeutic procedures
94,43108,Other OR upper GI therapeutic procedures
94,43109,Other OR upper GI therapeutic procedures
94,43110,Other OR upper GI therapeutic procedures
94,43111,Other OR upper GI therapeutic procedures
94,43112,Other OR upper GI therapeutic procedures
94,43113,Other OR upper GI therapeutic procedures
94,43114,Other OR upper GI therapeutic procedures
94,43115,Other OR upper GI therapeutic procedures
94,43116,Other OR upper GI therapeutic procedures
94,43117,Other OR upper GI therapeutic procedures
94,43118,Other OR upper GI therapeutic procedures
94,43119,Other OR upper GI therapeutic procedures
94,43120,Other OR upper GI therapeutic procedures
94,43121,Other OR upper GI therapeutic procedures
94,43122,Other OR upper GI therapeutic procedures
94,43123,Other OR upper GI therapeutic procedures
94,43124,Other OR upper GI therapeutic procedures
94,43125,Other OR upper GI therapeutic procedures
94,43126,Other OR upper GI therapeutic procedures
94,43127,Other OR upper GI therapeutic procedures
94,43128,Other OR upper GI therapeutic procedures
94,43129,Other OR upper GI therapeutic procedures
94,43130,Other OR upper GI therapeutic procedures
94,43131,Other OR upper GI therapeutic procedures
94,43132,Other OR upper GI therapeutic procedures
94,43133,Other OR upper GI therapeutic procedures
94,43134,Other OR upper GI therapeutic procedures
94,43135,Other OR upper GI therapeutic procedures
94,43136,Other OR upper GI therapeutic procedures
94,43279,Other OR upper GI therapeutic procedures
94,43280,Other OR upper GI therapeutic procedures
94,43283,Other OR upper GI therapeutic procedures
94,43284,Other OR upper GI therapeutic procedures
94,43285,Other OR upper GI therapeutic procedures
94,43286,Other OR upper GI therapeutic procedures
94,43287,Other OR upper GI therapeutic procedures
94,43288,Other OR upper GI therapeutic procedures
94,43300,Other OR upper GI therapeutic procedures
94,43301,Other OR upper GI therapeutic procedures
94,43302,Other OR upper GI therapeutic procedures
94,43303,Other OR upper GI therapeutic procedures
94,43304,Other OR upper GI therapeutic procedures
94,43305,Other OR upper GI therapeutic procedures
94,43306,Other OR upper GI therapeutic procedures
94,43307,Other OR upper GI therapeutic procedures
94,43308,Other OR upper GI therapeutic procedures
